tx_id,user_id,amount,is_fraudulent,created_at,device_type,country,device_id
881,540321.84,False,1989-02-09 13:28:14,208.65.100.124,136.252.110.150,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/5451-08-25 19:22:51 Firefox/10.0,f149aa46-caed-4230-891a-0ff2bd8120b1,Laptop,Powers Group Bank,GB07OXTH59494871060127,Kenya,BBD
53,506235.89,False,1993-08-11 02:37:20,200.243.31.24,137.34.240.114,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_8 rv:4.0; tig-ER) AppleWebKit/534.39.5 (KHTML, like Gecko) Version/5.1 Safari/534.39.5",382ff81c-e42b-4067-b2a1-9dcb6ad8394c,Tablet,Richardson-Fernandez Bank,GB90YPBE80610415496724,Ukraine,MOP
348,608996.05,False,2021-10-24 05:10:22,120.116.91.218,165.112.59.158,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),606c3f98-41cd-4b11-9c6d-bfabb1b1f6a1,Mobile,Jackson Ltd Bank,GB50QGQW81594553949904,Comoros,NPR
223,770477.81,False,2002-07-17 00:14:47,175.95.5.179,151.26.168.137,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),710e6250-1d31-4dba-a4f8-e10e45c13b28,Laptop,Stone Inc Bank,GB62TAMS02953551459201,Dominica,VND
590,429049.05,False,2011-12-27 22:53:57,216.190.74.55,18.150.250.22,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6341-10-05 06:51:19 Firefox/10.0,b2547971-4285-4ae0-a882-bd234869ddb1,Desktop,Lewis-Gallagher Bank,GB07LXOB46639686329409,Saint Pierre and Miquelon,LTL
524,141639.14,False,1997-10-18 11:43:52,199.156.167.241,27.187.75.237,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/10.8m3264.0 Mobile/73Y046 Safari/534.2",5458a7e2-fda8-4153-ad13-905a2129dfe1,Laptop,Allen Inc Bank,GB40PWBX14905964222219,Nauru,TZS
297,962816.00,False,2022-09-21 22:31:43,2.101.192.52,72.174.65.12,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),8e51348c-656c-4936-9fe3-5237be55b1c6,Laptop,"Ramsey, Gordon and Hudson Bank",GB93GZGJ49554767395312,Sao Tome and Principe,ZWD
471,710736.02,False,1998-02-02 23:16:41,195.100.147.47,87.183.135.158,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),8c1cfa2e-e744-4ad6-bd5c-a0eaccc1c27f,Laptop,"Kim, Ochoa and Powers Bank",GB03VWOA23439864031046,Guinea,TND
623,498800.58,False,1992-10-05 10:57:19,221.187.181.97,182.221.160.15,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1),9a220c48-210b-454c-a545-4e95976aaf70,Laptop,Hudson-Sanford Bank,GB04COPT23677927508138,Brazil,CNY
296,565328.61,False,1998-02-26 07:18:22,201.217.138.4,188.186.40.123,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.890.0 Safari/534.2",de33b9ab-a02f-4856-a6c3-c7ad71d87f9a,Laptop,"Lewis, Adams and Pope Bank",GB88UQTD48859454390884,Djibouti,NOK
952,447239.41,False,1974-02-25 07:51:58,4.93.245.243,213.249.45.143,Opera/9.12.(Windows NT 5.1; ckb-IQ) Presto/2.9.183 Version/11.00,cec8bb09-e2d6-4b8b-9ca4-69f9fa3bf7fc,Desktop,Jackson-Coffey Bank,GB29CDSU51250566735090,Tanzania,TRY
659,635671.22,False,1976-05-12 05:02:36,116.215.194.161,138.114.26.114,Mozilla/5.0 (Windows NT 5.0; es-VE; rv:1.9.0.20) Gecko/5681-06-04 14:34:21 Firefox/3.8,87675483-7e6a-43d7-85cb-a00a9d0c58be,Laptop,Velez-Gonzalez Bank,GB10OKFG33520933042851,Luxembourg,CUC
817,72642.10,False,1984-10-24 01:29:54,201.120.160.26,38.172.160.192,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9 rv:2.0; hi-IN) AppleWebKit/531.30.1 (KHTML, like Gecko) Version/5.1 Safari/531.30.1",fce19a2c-aeba-4202-a488-945bb5d081f5,Laptop,"Parker, Ward and Webb Bank",GB61ZHMJ31538612236654,Bahamas,TTD
764,118180.41,False,2020-06-11 23:06:20,28.39.72.168,120.56.200.117,Mozilla/5.0 (Windows NT 5.0; id-ID; rv:1.9.0.20) Gecko/7129-05-20 19:36:11 Firefox/3.8,c7f4c45c-b905-4540-ad9b-fa50ace8b0e6,Mobile,Schmitt PLC Bank,GB84CJSZ93418427304576,Montserrat,UAH
299,966608.99,False,1975-07-24 06:39:49,79.194.157.75,153.205.246.27,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6240-08-21 06:58:20 Firefox/3.8,368a3b92-9cf2-45e6-9fc6-8eea2c8870cf,Laptop,Armstrong Inc Bank,GB37XFHD83304506517274,Saint Pierre and Miquelon,FKP
594,196299.10,False,2013-12-09 21:28:33,135.148.116.243,182.61.46.86,Mozilla/5.0 (Android 7.1.1; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0,902e9c26-584e-45d1-83bd-d5b42d5e27a1,Tablet,Frank LLC Bank,GB47TBMJ98578458050892,Nicaragua,LRD
146,362828.82,False,1982-02-22 13:43:48,187.114.106.120,81.77.68.42,Opera/9.23.(X11; Linux x86_64; ff-SN) Presto/2.9.180 Version/12.00,e121910d-9c47-4821-9da0-00dc5a854ec3,Mobile,"White, Weiss and Campbell Bank",GB72ROYU48588011978789,Tajikistan,ARS
248,993133.09,False,1980-04-04 16:41:43,182.164.46.68,166.148.149.132,Mozilla/5.0 (Android 3.2.2; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,182de8ce-c0d8-4703-9404-f8250ff3de2c,Laptop,"Hernandez, Barnett and Pace Bank",GB06KEOE38205744001339,Mexico,LSL
648,955750.64,False,2016-12-04 11:02:23,72.42.178.60,206.219.100.72,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9 rv:5.0; tl-PH) AppleWebKit/531.16.5 (KHTML, like Gecko) Version/4.1 Safari/531.16.5",476f6e53-b891-4cf2-8f02-7b415a19794d,Laptop,Greene LLC Bank,GB93YZCP14190219943643,Sweden,SVC
777,217819.94,False,1975-02-20 04:32:52,18.137.190.53,96.9.64.104,Opera/8.24.(Windows 95; om-ET) Presto/2.9.180 Version/10.00,e361a014-a296-44d6-9e52-8b4a94b94f58,Laptop,Hayes and Sons Bank,GB24AGLR02447228622869,Montenegro,THB
338,1275.47,False,2015-09-21 17:26:33,16.36.33.120,131.213.129.153,Opera/9.24.(X11; Linux i686; doi-IN) Presto/2.9.185 Version/12.00,d698697b-0926-4f01-afeb-17f0d6c025cf,Mobile,Smith Ltd Bank,GB90QFLT19523367025101,Malawi,TZS
625,573553.10,False,1996-12-17 14:59:50,190.169.231.89,187.15.101.58,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.17.6 (KHTML, like Gecko) Version/4.0.5 Safari/533.17.6",59aad09d-34c0-491b-9c69-d5c768c914ae,Laptop,"Thompson, Russell and Ray Bank",GB29EYRK09910328047543,British Virgin Islands,AFN
826,632332.66,False,2019-03-03 04:57:05,77.123.221.103,159.176.205.164,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),d5d74bec-0fe2-425f-b83a-2a019e5bceb1,Laptop,Adams LLC Bank,GB26HVYZ18157190973126,Finland,MYR
493,668783.72,False,2010-05-16 16:42:55,74.230.181.35,92.172.173.177,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),c4fb52d2-bd04-4d0d-9cf9-78ed44bcf8c3,Desktop,Hess-Suarez Bank,GB53UIAR82958362423351,Dominican Republic,LAK
953,406073.18,False,2004-11-14 15:54:15,78.101.168.64,209.163.67.101,Opera/9.11.(Windows NT 6.0; aa-ET) Presto/2.9.182 Version/10.00,b771c715-bb51-4719-a096-fadc27a17bd8,Laptop,Smith-Proctor Bank,GB18AMTY99063065840211,Costa Rica,SVC
121,76202.61,False,2001-11-08 08:52:59,152.118.143.91,193.187.87.60,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),ecec552d-4955-4494-b8dd-a31e45d79037,Tablet,Mason LLC Bank,GB72ANRY75792175491357,North Macedonia,MNT
703,739072.89,False,2015-05-15 01:58:38,142.147.25.169,195.49.220.86,Mozilla/5.0 (Android 2.3.3; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0,6cc59cc3-e6f4-4cea-ad63-36ad2b3624c4,Desktop,Rodriguez and Sons Bank,GB24URYX37347200726763,French Guiana,CRC
66,823450.36,False,1976-11-04 09:56:56,217.140.127.55,89.138.116.199,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/12.3p4156.0 Mobile/30S861 Safari/533.0",1e65b9a0-010b-4ef5-9d8d-df935ca063d8,Mobile,"Simpson, Nelson and Reed Bank",GB02AAFK55578905401376,Vietnam,JEP
201,547208.18,False,2023-05-28 04:17:18,122.87.169.127,12.200.17.7,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.0),4841fd67-505e-4f0a-80e7-662d1b3a4c6f,Mobile,Hamilton-Cunningham Bank,GB40VSQF69212074416868,Cocos (Keeling) Islands,BND
883,264365.84,False,1996-09-09 00:56:49,23.217.89.118,27.98.136.61,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_0 rv:4.0; wae-CH) AppleWebKit/533.38.1 (KHTML, like Gecko) Version/4.0.3 Safari/533.38.1",56c80983-6910-490f-8660-f1c71cf5b48d,Mobile,Flores-Howell Bank,GB73SSZM87844935800415,Martinique,ETB
705,439794.33,False,2024-11-19 15:57:24,220.26.81.166,158.59.140.215,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.1),d93d2b91-3900-4af0-80f3-eb8c8573c9ad,Desktop,"Porter, Williams and Howell Bank",GB24RKLZ18410458806671,Canada,WST
950,525100.90,False,1992-02-19 17:58:35,98.5.211.232,196.48.202.92,Opera/8.46.(X11; Linux i686; dz-BT) Presto/2.9.176 Version/10.00,b81fedd4-7eca-401e-ab26-1cc6d6ad3a11,Tablet,Johnston-Stanton Bank,GB38KJJD90132667750415,Argentina,HKD
48,415259.61,False,2002-06-12 18:09:41,151.167.54.22,174.17.105.221,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/24.0.892.0 Safari/536.2",4607f829-637a-41b3-a8d6-c39a193083b3,Laptop,Franco-Myers Bank,GB35IVPZ81630878449768,Sierra Leone,BYR
823,991722.66,False,1997-03-18 13:42:26,139.116.132.103,132.182.194.142,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/16.5i6746.0 Mobile/99U009 Safari/532.0",29ef70a4-16f2-44c2-88cf-c838a41ced45,Mobile,"Frye, Robinson and King Bank",GB48LCAA11666439783998,Uruguay,SZL
262,874324.50,False,1994-08-09 21:37:26,160.154.164.126,178.211.45.143,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.0),4ac1d87c-537c-4cef-a207-3440aab786fb,Tablet,Rangel-Jackson Bank,GB91MIGC59886335315772,Paraguay,ZWD
24,580460.30,False,2015-05-10 15:12:47,222.31.68.112,125.205.144.213,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0 rv:5.0; xh-ZA) AppleWebKit/532.5.2 (KHTML, like Gecko) Version/4.0.2 Safari/532.5.2",7c89b8dc-bbad-42a5-a680-4819a3254d3c,Laptop,"Figueroa, Camacho and Rice Bank",GB69BATM50829104247760,Burundi,TTD
131,544525.33,False,2015-05-13 11:14:39,171.87.185.246,144.180.51.176,Opera/8.97.(X11; Linux x86_64; quz-PE) Presto/2.9.172 Version/10.00,7b9ab8ab-400c-4eb4-b3b9-49db1891cfca,Mobile,"Soto, Diaz and Clark Bank",GB66FRDS89329826911151,Afghanistan,BWP
813,5415.74,False,1983-03-02 01:39:22,214.125.136.15,190.51.77.252,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5 rv:2.0; br-FR) AppleWebKit/533.42.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.42.2",49e129fb-9671-4088-adc3-7050b642881e,Desktop,Hamilton Group Bank,GB59NMQN68791488973062,Indonesia,ISK
871,113839.63,False,2008-05-21 12:38:03,173.76.108.73,7.109.35.124,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; fi-FI) AppleWebKit/534.50.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.50.7",c3965ac5-afac-485e-aeee-ef6b29af3442,Desktop,Baldwin-Wiley Bank,GB68WKNU10595052388292,Ireland,NPR
516,718932.69,False,1978-12-05 17:29:24,107.171.216.245,211.83.106.26,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/22.0.815.0 Safari/532.0",2882a430-83be-4422-b2f5-8b1d1405473e,Laptop,"Allen, Roberts and Hall Bank",GB41IAMY41012292144894,Madagascar,ARS
382,646134.96,False,2008-07-19 00:19:35,214.38.115.199,210.2.228.102,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2; rv:1.9.4.20) Gecko/6830-02-18 02:18:28 Firefox/3.8,bbf4c253-75b4-47b9-9454-ab5a5649b3ea,Mobile,Wright-Roberts Bank,GB21IZJO85527664918315,Tokelau,QAR
524,468764.84,False,1970-06-12 03:10:20,128.42.33.176,75.8.147.156,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2 rv:4.0; ht-HT) AppleWebKit/532.41.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.41.7",74c5d0a3-7cf8-4f91-aaec-1fe0bc113277,Desktop,"Brown, White and Green Bank",GB81ZVJY00639852292908,Kuwait,BYR
494,650646.88,False,2016-02-11 02:34:40,65.62.149.213,197.125.3.103,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.2.4 (KHTML, like Gecko) Version/5.0 Safari/534.2.4",86deb6b0-e2f2-4167-b94a-81bea96d1d16,Tablet,Chen Inc Bank,GB56KOFW81270067259937,Northern Mariana Islands,NIS
343,620576.40,False,1974-11-17 02:03:38,196.62.236.245,97.187.38.186,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/50.0.820.0 Mobile/26T141 Safari/534.1",306b1ee2-882d-460c-921f-cab443418aa2,Laptop,"Young, Ramirez and Harrell Bank",GB08YBGO14012704759069,Brunei Darussalam,NAD
829,548195.06,False,1999-01-13 18:38:51,93.30.218.59,130.176.158.145,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),70009528-62b1-40d5-a33e-f7692c943668,Laptop,"Cooper, Shepard and Woods Bank",GB53NRFL95834188911095,El Salvador,EUR
62,293052.35,False,2011-11-03 03:39:05,182.157.71.189,190.221.41.46,Mozilla/5.0 (Windows NT 6.1; he-IL; rv:1.9.1.20) Gecko/3814-04-05 16:17:18 Firefox/3.6.19,bfd390da-1882-43b4-a7b7-5a1226dad26a,Tablet,James-Mccann Bank,GB64BXNC12090264230320,Bhutan,BRL
78,421722.05,False,2005-04-22 23:15:33,171.69.2.19,209.165.220.210,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ka-GE) AppleWebKit/535.12.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6535.12.5",1d0349ce-f645-4d28-90f9-551532c92d55,Tablet,Boyd-Smith Bank,GB10NFVY41861523812037,Ireland,SOS
724,955290.72,False,2013-03-23 14:28:00,207.25.113.63,30.244.23.125,Mozilla/5.0 (Windows NT 4.0; mn-MN; rv:1.9.0.20) Gecko/4451-08-11 12:02:43 Firefox/3.8,04e560eb-dc61-4bc3-a849-9e06146e7b09,Mobile,Gomez PLC Bank,GB86NIFH07668525236951,Sri Lanka,SCR
267,270593.86,False,1986-01-10 05:55:28,54.161.202.219,216.186.115.59,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),b2c4b666-4f64-4b81-b7eb-3c89cb15e824,Mobile,Kennedy-Levine Bank,GB08CBBO68796341433940,French Polynesia,TJS
966,452874.00,False,2007-04-08 10:00:11,135.26.77.130,172.84.110.88,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9 rv:2.0; pap-AN) AppleWebKit/532.25.5 (KHTML, like Gecko) Version/5.0 Safari/532.25.5",0dd1ec82-2511-4021-9a99-7ecb74bac36b,Tablet,Carpenter Inc Bank,GB97UAAR76887328055587,Bhutan,XOF
267,553727.12,False,1971-03-27 12:39:50,220.234.18.214,160.6.237.38,Opera/8.30.(Windows NT 5.1; sv-FI) Presto/2.9.169 Version/12.00,c7a7fe68-51ff-438b-b290-d5da942214cc,Desktop,Bailey and Sons Bank,GB11PEEO61950569897518,French Guiana,KRW
555,195466.61,False,2016-04-24 22:56:37,69.222.69.182,218.229.1.93,Mozilla/5.0 (Android 5.1; Mobile; rv:16.0) Gecko/16.0 Firefox/16.0,77d3fb45-7aa1-4678-8011-3ba868106a10,Tablet,"Ferrell, Campbell and Reid Bank",GB06HKKE31360177074032,Canada,MRO
280,653337.71,False,1984-10-12 10:44:41,212.86.224.208,189.12.45.177,Mozilla/5.0 (Windows NT 5.01; uk-UA; rv:1.9.2.20) Gecko/7597-12-26 21:49:54 Firefox/12.0,8fc8dcd5-da93-4ca9-81f1-63fe6ed99547,Mobile,"Bernard, Hernandez and Armstrong Bank",GB89EMCA81596413056682,Taiwan,PEN
268,909830.93,False,1971-10-30 20:50:15,220.38.71.121,38.113.61.25,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/45.0.897.0 Safari/531.0",4f88b6c8-7859-4b7e-910e-c9ba1e2f120c,Mobile,Santos-Conley Bank,GB55MVVZ52895584725184,Vanuatu,BDT
973,458606.18,False,1979-12-21 16:43:00,192.165.190.33,223.219.167.126,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/60.0.886.0 Safari/531.0",75a6b535-79f1-473a-a336-7ac9db77927d,Desktop,"Powers, Smith and Oconnor Bank",GB91ISFA09150842024209,Saint Helena,UAH
991,180079.80,False,1988-12-20 14:55:50,105.102.101.145,199.11.145.174,Opera/8.97.(Windows NT 5.01; gez-ER) Presto/2.9.168 Version/12.00,8ee95388-8e5b-4163-8db3-bc26cb6e413e,Laptop,Ward Ltd Bank,GB04TKBQ00082044506165,British Indian Ocean Territory (Chagos Archipelago),JPY
951,345555.38,False,2020-04-19 23:30:03,157.65.226.135,104.134.34.106,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; id-ID) AppleWebKit/533.43.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.43.6",2c511906-b6cb-4850-a913-03977b9a0b6e,Mobile,Bray PLC Bank,GB70HRCS00197748202008,Antigua and Barbuda,CDF
474,65499.80,False,2015-09-11 11:17:51,71.229.108.40,145.37.210.142,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.0),3030634b-c970-488d-82fb-07a260864a73,Tablet,Lawrence-Wilson Bank,GB35WHCC47853237220651,Guinea-Bissau,TJS
337,973317.13,False,1996-04-06 05:29:02,212.232.154.87,198.58.175.149,Mozilla/5.0 (Windows 95; xh-ZA; rv:1.9.1.20) Gecko/4219-10-20 13:16:59 Firefox/3.8,3dcb0089-2355-4b00-9699-db0e77ee370b,Mobile,White-Mcgrath Bank,GB90MRCH24263142338653,Jamaica,EGP
823,436366.17,False,2021-09-02 05:26:25,130.211.105.106,158.63.93.150,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/24.0.808.0 Safari/534.0",9096a510-9539-4b18-85a8-299097fdde2c,Desktop,Rivera Group Bank,GB95EOEI92404908304929,Fiji,SDG
115,348046.09,False,2001-10-09 12:26:35,223.167.238.43,18.31.80.186,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.6a3062.0 Mobile/36Z614 Safari/534.2",2e55b507-6f43-407e-afb6-4c7ddd4b9fc5,Laptop,Greene-Johnson Bank,GB74SRQU45807339544590,Sweden,WST
925,166368.64,False,2019-02-14 01:06:23,56.219.66.180,214.175.121.209,Opera/8.88.(X11; Linux x86_64; shs-CA) Presto/2.9.169 Version/12.00,0076fd34-7b9b-4657-8b06-dd142f12d3e8,Desktop,"Brown, Osborn and Rodriguez Bank",GB23DPSV06000760275177,Benin,OMR
349,666784.74,False,2011-04-24 06:21:30,167.78.189.25,134.185.102.99,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.6.7 (KHTML, like Gecko) Version/5.0.3 Safari/532.6.7",ad230c5d-1b1b-4ab2-b7b1-72a9fdaf6ebb,Tablet,Miller Group Bank,GB19HCBO87267206788134,China,SRD
644,934940.24,False,1991-02-10 18:21:21,59.85.127.19,102.11.38.0,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),59cd5c86-7dbd-4365-9310-11ce622bba0d,Tablet,Taylor and Sons Bank,GB21GXKJ12253184922264,Togo,NPR
800,715113.29,False,1971-02-04 10:14:40,188.56.165.153,197.223.116.147,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/14.0.843.0 Safari/534.0",0bb561bb-7fa4-4aad-9cd3-b342b2d825bf,Laptop,"Carter, Lindsey and Sullivan Bank",GB82JQXK75177836823486,Niue,KES
678,6615.41,False,2016-07-26 11:53:14,125.97.82.244,88.157.59.153,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),387893d0-e988-4f8b-be14-2c0423a192ea,Tablet,Peterson-Castro Bank,GB36RYQF30580615534410,Netherlands,EUR
693,888183.70,False,1978-05-22 22:25:36,219.153.147.25,211.202.55.168,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/32.0.815.0 Safari/536.0",880bc79b-57b5-4fa4-b220-8e1ea5b2d0fe,Desktop,"Williams, Thomas and Knapp Bank",GB24ISDL89492839121638,Iceland,CUP
653,662100.95,False,2015-09-27 16:10:17,61.75.94.13,198.233.200.180,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_9 rv:5.0; bem-ZM) AppleWebKit/531.47.6 (KHTML, like Gecko) Version/5.0.2 Safari/531.47.6",be31d696-e911-4fd9-b7ea-486de1d50283,Mobile,Patel Group Bank,GB48STSU20973720862494,Switzerland,VEF
